Source,Target,Weight
Amumu,Kled,0.020864833042997525
Jax,Maokai,0.020863586688150013
Alistar,Olaf,0.020862650770778146
Illaoi,Talon,0.020858944017253557
Blitzcrank,Olaf,0.020843340670482328
Brand,Graves,0.02084041097764628
Alistar,Kalista,0.02083875494660446
Fiddlesticks,Rumble,0.020837453261568238
Diana,Jhin,0.020834133283792303
Syndra,Vi,0.0208322348017344
Caitlyn,Talon,0.020831247853576408
Jinx,Karthus,0.0208278893927198
Kennen,Malzahar,0.020822698405488085
Brand,Volibear,0.02080940084153648
Katarina,Neeko,0.020796315557062454
Irelia,Sejuani,0.02079449095981921
Garen,Xerath,0.020780232620361667
Nidalee,Shaco,0.020779161079185978
Karthus,Rengar,0.020777095676315013
Garen,Soraka,0.02077072886898156
Anivia,Jhin,0.020764500309148816
Aatrox,Katarina,0.020763680499826867
Lux,Varus,0.020761559775456427
Draven,Kassadin,0.02075284876825875
Annie,Heimerdinger,0.02074018258331086
Trundle,Vayne,0.02071947782622632
Gragas,Volibear,0.020715857251875427
Braum,Jax,0.02071388338282097
Lucian,Ornn,0.020713681979300673
Jax,Malzahar,0.02070550169103736
Graves,Katarina,0.020705453698441588
Ekko,Riven,0.020703066142385505
Poppy,Ryze,0.020702305569095157
Azir,Sivir,0.020701692937109342
Heimerdinger,Veigar,0.02069883321373822
Fiddlesticks,Singed,0.0206987293970476
Diana,Viktor,0.020687130667357275
Ahri,Kindred,0.020686521023042914
Aatrox,Malphite,0.020676488418951373
Kalista,Twitch,0.020672943076838857
Pantheon,Zyra,0.02067107536113565
Ezreal,Singed,0.020667186603696652
Leona,Warwick,0.020662916181700373
Ashe,Shen,0.02065975364516977
Braum,Darius,0.020657731449764453
Heimerdinger,Nasus,0.0206530751519297
Amumu,Varus,0.020646229955080288
Graves,Zoe,0.020617352701301817
Udyr,Warwick,0.02061561824175442
Blitzcrank,Sion,0.020612204100113208
Brand,Trundle,0.020605283081710193
Brand,Vladimir,0.020592852318239176
Diana,Pantheon,0.020592835033567652
Ekko,Poppy,0.020592826953679373
Evelynn,Lissandra,0.02058737000706304
Caitlyn,Rakan,0.020587055204824303
Nami,Vladimir,0.02058591497950712
Darius,Vi,0.020582281187527543
Nautilus,Varus,0.020573148087154887
Kled,Volibear,0.020569202429654133
Morgana,Talon,0.020561842275698367
Sivir,Sona,0.02056054859535739
Jayce,Singed,0.02055834791877076
Aatrox,Kled,0.02055785780994438
Kayn,Soraka,0.020556130753781265
Ashe,Zed,0.02055452476488209
Fiddlesticks,Neeko,0.02054896382874763
Twitch,Vladimir,0.020547066948514808
Hecarim,Shen,0.020545519997083737
Sejuani,Zilean,0.020542242088581016
Nidalee,Pantheon,0.020539328869578835
Alistar,Karthus,0.020531167658245475
Kayle,Singed,0.020523534754330306
Fiora,Soraka,0.020521009663539223
Graves,Shaco,0.020506626123928166
Ashe,Rammus,0.020497587437116417
Kassadin,Swain,0.02049348440544496
Kayn,Tristana,0.02047765923002034
Blitzcrank,Gnar,0.020475677490404867
Nidalee,Teemo,0.02047449220070061
Teemo,Tristana,0.020470044493856164
Irelia,Soraka,0.020455946172413354
Darius,Twitch,0.02045318114396183
Amumu,Tristana,0.020441234347586143
Nocturne,Riven,0.020432044989045703
Rakan,Xerath,0.020428428134355355
Karma,Twitch,0.020424750093961407
Maokai,Nocturne,0.020422042656382682
Akali,Xerath,0.020421076416559818
Jayce,Trundle,0.020414472023129515
Ashe,Illaoi,0.020412548361912912
Kalista,Lissandra,0.02041194985093497
Kled,Sejuani,0.02040912562363964
Amumu,Nami,0.02040177390348511
Lulu,Viktor,0.02039961450419848
Alistar,Cassiopeia,0.020397193890946717
Fizz,Leona,0.020392790484360084
Akali,Rammus,0.020383325322244163
Nocturne,Trundle,0.020378856509978727
Katarina,Nocturne,0.02037143844054238
Nasus,Talon,0.02037012897235605
Renekton,Skarner,0.020364769417870764
Ornn,Sejuani,0.020364036301043137
Pyke,Shaco,0.020363091894379882
Illaoi,Zyra,0.020356799025588224
Ryze,Singed,0.02035371204668881
Rammus,Soraka,0.020350851859885517
Mordekaiser,Shyvana,0.02034967270846016
Rakan,Zoe,0.020344784049609533
Cassiopeia,Malphite,0.02033852866252229
Draven,Fiora,0.02033577220907433
Garen,Shyvana,0.020335416905246928
Graves,Veigar,0.020329015039130413
Jinx,Neeko,0.02032319917382244
Lucian,Rakan,0.02031951694885012
Katarina,Morgana,0.02031766033285082
Irelia,Nautilus,0.02031718011797165
Kennen,Ziggs,0.020316697018278596
Sion,Yasuo,0.02031562159749356
Lucian,Rumble,0.020306455773747036
Janna,Lissandra,0.020304470746328282
Nocturne,Veigar,0.020297757922450897
Aatrox,Alistar,0.02028098965001804
Nocturne,Shen,0.020278181667484314
Hecarim,Zoe,0.02027694109234471
Kled,Lucian,0.020274061478192384
Gragas,Zilean,0.020268590716659297
Hecarim,Singed,0.020261224998737053
Heimerdinger,Lulu,0.020259829408644202
Varus,Ziggs,0.020242325866556492
Illaoi,Karma,0.02023761118875969
Sylas,Ziggs,0.020232773775203848
Yorick,Zoe,0.020229920151040158
Corki,Lux,0.020224288111871783
Gangplank,Zoe,0.020205358426356495
Corki,Gragas,0.020173302074136014
Braum,Tristana,0.02016491100744484
Ashe,Gnar,0.020156476362563132
Draven,Rakan,0.020152506002818996
Brand,Tryndamere,0.02015045718974542
Janna,Kennen,0.020149198982667198
Kled,Lissandra,0.020148563308679365
Corki,Nidalee,0.020143799089118657
Katarina,Malphite,0.02013358507595773
Lucian,Maokai,0.020112164110669902
Blitzcrank,Quinn,0.02011055837577784
Jinx,Shen,0.020105146273210885
Thresh,Volibear,0.02009828806373217
Brand,Olaf,0.02009423818886022
Kayn,Maokai,0.020093685735490807
Akali,Olaf,0.02009275960998531
Twitch,Yasuo,0.02008903962951808
Singed,Twitch,0.020085457540675016
Rakan,Sivir,0.020085152452628333
Braum,Sylas,0.020081863495746893
Karma,Ornn,0.020081582276588718
Quinn,Shaco,0.020080054333639547
Galio,Taliyah,0.020077702557910772
Evelynn,Orianna,0.020076615928400515
Camille,Xayah,0.02007151287716425
Gangplank,Karma,0.020068247581317134
Nasus,Twitch,0.020067781484827008
Soraka,Talon,0.02005198666794243
Nami,Zoe,0.020051879291316164
Lulu,Zoe,0.020045137220180698
Illaoi,Rakan,0.020043057081730545
Shen,Xerath,0.020042136167623445
Azir,Nidalee,0.020041099609221825
Fiora,Jinx,0.020036735069828025
Graves,Soraka,0.020035899083582793
Syndra,Vayne,0.020035536257627787
Elise,Shyvana,0.020035040874041884
Evelynn,Zilean,0.02002551662367634
Gragas,Veigar,0.02002142362338033
Fiddlesticks,Lucian,0.02001843385663906
Blitzcrank,Varus,0.02001788841138891
Evelynn,Lulu,0.02001677007094156
Talon,Tryndamere,0.020006359133771107
Aatrox,Evelynn,0.020000929357183037
Katarina,Rengar,0.019999500225549693
Lulu,Poppy,0.01998778755430696
Caitlyn,Ornn,0.019987486506764213
Kled,Nasus,0.019985815691117435
Kassadin,Tristana,0.019984588077132964
Katarina,Malzahar,0.019975966402993393
Trundle,Volibear,0.019975241911771073
Syndra,Tristana,0.019967567490609704
Aatrox,Warwick,0.01996601849150933
Ahri,Fiddlesticks,0.01995391336862981
Shaco,Soraka,0.019947517749935143
Darius,Quinn,0.019938771637427567
Illaoi,Soraka,0.019933752984244463
Malphite,Ryze,0.019927324570796504
Evelynn,Ryze,0.019925924530656287
Corki,Syndra,0.019925054272712964
Diana,Jinx,0.019915888229173354
Fiddlesticks,Shaco,0.019913897487210862
Hecarim,Varus,0.01990694616958928
Draven,Pyke,0.01990176280134768
Nasus,Ryze,0.01990055275299523
Azir,Darius,0.019888127834501345
Ekko,Nasus,0.01988662657000723
Nami,Pantheon,0.019875338299481318
Caitlyn,Camille,0.019870413714148417
Caitlyn,Rengar,0.019869762692361164
Darius,Maokai,0.019862657251562034
Rammus,Rumble,0.01986193989565576
Corki,Riven,0.01983306944237967
Kled,Warwick,0.019820744305702423
Vi,Ziggs,0.01981682230197162
Amumu,Fizz,0.01979468379339048
Shyvana,Volibear,0.019770184215441647
Caitlyn,Ivern,0.019767026659193852
Shyvana,Urgot,0.019758649863984755
Caitlyn,Yorick,0.019754944418765023
Bard,Vayne,0.019750701152601233
Syndra,Xerath,0.019745791240158427
Hecarim,Twitch,0.01973676291484385
Fiddlesticks,Olaf,0.01973178000412834
Brand,Nasus,0.019728666764432246
Evelynn,Jinx,0.019723300754500926
Maokai,Olaf,0.01971907130085404
Elise,Neeko,0.01971771353794069
Cassiopeia,Karma,0.019711928195974074
Anivia,Malphite,0.019711419661424458
Fiora,Twitch,0.019704803540391898
Diana,Pyke,0.019686536926778513
Katarina,Xayah,0.01967614863228082
Pyke,Sejuani,0.019670075825787788
Neeko,Nidalee,0.01966908247298054
Rumble,Vayne,0.019657443656471228
Rumble,Zilean,0.019655845535929427
Shaco,Zed,0.0196407732795035
Fizz,Gnar,0.019640260535058345
Aatrox,Nasus,0.019636646635849467
Aatrox,Mordekaiser,0.01963519529046745
Karthus,Lulu,0.01963366125929293
Olaf,Xerath,0.01963196551635262
Rengar,Vi,0.019629160295370478
Veigar,Yorick,0.019622738263391115
Alistar,Volibear,0.019617573782655537
Shen,Sylas,0.01960848439960423
Teemo,Ziggs,0.01960197475864588
Alistar,Corki,0.01959616548305771
Aatrox,Poppy,0.019587499974580137
Sylas,Udyr,0.019585272595064963
Quinn,Singed,0.019583401661030224
Heimerdinger,Rumble,0.0195768243796368
Ivern,Shaco,0.019569061861931483
Sejuani,Shaco,0.01956807732856812
Azir,Kalista,0.01956612526892712
Jhin,Rengar,0.019565595175024812
Cassiopeia,Nautilus,0.019557226786694547
Alistar,Riven,0.01955526651122021
Maokai,Rakan,0.019550781228923623
Lulu,Nidalee,0.019548760340197254
Kayn,Zilean,0.01954859052145015
Anivia,Sivir,0.019546418412961855
Anivia,Viktor,0.019545468609747044
Bard,Sivir,0.019528599692729395
Tristana,Zyra,0.019526245745007643
Lux,Olaf,0.01952363234034552
Janna,Malzahar,0.019522289914581253
Gangplank,Zilean,0.0195185133483453
Nami,Tristana,0.0195132699659173
Aatrox,Caitlyn,0.019509969457227667
Rumble,Thresh,0.019495115620947696
Blitzcrank,Cassiopeia,0.01949400415575618
Kled,Quinn,0.0194857079193251
Ezreal,Ivern,0.019485649192306463
Heimerdinger,Nidalee,0.019483578048083493
Lissandra,Quinn,0.01948211650745677
Evelynn,Soraka,0.019480947355810553
Alistar,Kassadin,0.019467065108412722
Nami,Varus,0.01946139946005427
Kalista,Zilean,0.0194544953071086
Gangplank,Ornn,0.0194529080966226
Gnar,Illaoi,0.01945162585189074
Morgana,Singed,0.01945098538095102
Cassiopeia,Tristana,0.019448955136610192
Kindred,Morgana,0.019444907274301648
Anivia,Lucian,0.019426905688886324
Kalista,Xerath,0.019419456598799262
Draven,Hecarim,0.019416275721117822
Garen,Gragas,0.019404294039786222
Pyke,Twitch,0.01939074452599955
Lux,Taric,0.019390243658635932
Azir,Corki,0.01937845074889619
Elise,Nautilus,0.019378283298858094
Kennen,Xayah,0.019375102071583706
Fiddlesticks,Vladimir,0.019357416214850286
Syndra,Veigar,0.01935609316698881
Tristana,Udyr,0.01935357684080677
Elise,Kalista,0.01934017388822118
Blitzcrank,Ryze,0.019337947722441517
Bard,Shen,0.019330430650666967
Shyvana,Yorick,0.019328146961651103
Tryndamere,Veigar,0.019325455684314402
Draven,Jax,0.019308666931106156
Tristana,Vi,0.019306558536979698
Soraka,Yorick,0.019305994103303394
Pyke,Viktor,0.01930510465180581
Fizz,Volibear,0.01928620927203489
Yorick,Zyra,0.019267554758333902
Lulu,Rammus,0.019266063860994442
Fiora,Leona,0.01926115158820383
Shyvana,Tryndamere,0.019254011101452043
Darius,Gnar,0.019252215605257156
Garen,Ryze,0.019246560042659358
Ryze,Shen,0.01924588008584794
Malphite,Mordekaiser,0.019245491459885508
Azir,Xerath,0.019238119651090062
Sion,Swain,0.019234233655597115
Sylas,Varus,0.019217321523835255
Braum,Teemo,0.019216518758781276
Nocturne,Poppy,0.019210708394527654
Diana,Lucian,0.019210707341476244
Anivia,Pyke,0.01920618172453037
Brand,Warwick,0.019205983793778955
Fiddlesticks,Syndra,0.019203796422969294
Annie,Zoe,0.019198428116200532
Lissandra,Soraka,0.019194221817289886
Fiora,Swain,0.019191277861226493
Shyvana,Vladimir,0.01918950867577512
Jax,Katarina,0.019183419427554072
Galio,Kalista,0.019174713651770214
Cassiopeia,Lulu,0.019173696090935624
Kled,Leona,0.019165643889301517
Draven,Poppy,0.01916393334346112
Akali,Veigar,0.019157681607230134
Malzahar,Varus,0.01915711241077931
Amumu,Lucian,0.019155154473654346
Nautilus,Zoe,0.019154052628965162
Corki,Graves,0.01913037792897544
Ornn,Zed,0.019116094510414808
Amumu,Kayle,0.019113099411502847
Fizz,Illaoi,0.019111779002559788
Brand,Viktor,0.019105849170083084
Nasus,Rumble,0.01910134956536349
Swain,Yasuo,0.019097669486775055
Jax,Syndra,0.019096305537270757
Nasus,Warwick,0.01909341342184382
Janna,Karthus,0.019083187875825428
Bard,Gragas,0.019082313355810926
Brand,Ekko,0.01907939979727961
Nocturne,Varus,0.01906931566775942
Nautilus,Ryze,0.019068420116329893
Amumu,Sivir,0.01906418241610073
Aatrox,Xerath,0.01905679286071893
Galio,Nocturne,0.019055426703520225
Lucian,Sona,0.019045991177380213
Bard,Evelynn,0.019043711999807617
Blitzcrank,Sejuani,0.019035127094834004
Gragas,Tristana,0.019028163355690575
Twitch,Viktor,0.019027542405537404
Shaco,Talon,0.019019599255501105
Lulu,Ornn,0.01901168910258346
Ashe,Sejuani,0.019008697426944082
Diana,Xayah,0.019007318420402125
Brand,Elise,0.019003970159555888
Nautilus,Shyvana,0.018997909340212178
Irelia,Malphite,0.018990733523637827
Tristana,Tryndamere,0.018988970211931223
Kassadin,Vi,0.018977225646257975
Jinx,Sona,0.018971719489419732
Fizz,Taliyah,0.018969020478907313
Akali,Braum,0.018949275422766837
Malphite,Rakan,0.018940353561614574
Nasus,Tristana,0.018936777759604527
Shyvana,Varus,0.018936126399488204
Ornn,Xerath,0.018934684827553182
Sejuani,Xayah,0.01893104355605865
Camille,Ornn,0.018926894851222745
Cassiopeia,Janna,0.018924307104026865
Urgot,Zilean,0.018917155002336386
Mordekaiser,Zilean,0.0189165137414937
Ekko,Nocturne,0.01891631829617526
Garen,Zilean,0.01891316920096689
Ahri,Kalista,0.018910929430774062
Varus,Yasuo,0.018907619873159226
Illaoi,Zilean,0.018899155393118316
Orianna,Rammus,0.018896020717427076
Aatrox,Veigar,0.018889416407880593
Sejuani,Soraka,0.018886210025575195
Sion,Veigar,0.018878150574230503
Neeko,Ryze,0.01887311758988066
Corki,Lulu,0.018871913857066804
Braum,Garen,0.018870076474595265
Maokai,Veigar,0.018867779528156412
Akali,Garen,0.01886585492010192
Fiddlesticks,Graves,0.018863838654889623
Kalista,Kindred,0.018858650789870448
Galio,Maokai,0.01884520461790201
Bard,Sylas,0.01884463442270918
Annie,Twitch,0.018844074737928537
Gangplank,Sivir,0.018838235046751774
Gnar,Rengar,0.018834288955694698
Azir,Neeko,0.018828007323982023
Soraka,Viktor,0.018820075300665852
Camille,Jhin,0.018816607608445713
Blitzcrank,Shyvana,0.018803898124609135
Irelia,Tristana,0.018801241982079865
Lulu,Sylas,0.018796717328185285
Soraka,Twitch,0.01879473099294362
Jinx,Zoe,0.01879124239225507
Riven,Rumble,0.018791115519221555
Lucian,Zilean,0.01878891338431005
Rakan,Xayah,0.01878363184715499
Neeko,Pantheon,0.0187809122402441
Lulu,Vladimir,0.018775463696304638
Rammus,Tristana,0.0187751130966985
Teemo,Zed,0.018772355136487825
Draven,Ivern,0.018770904672196026
Ashe,Kennen,0.018761084827615196
Janna,Jhin,0.01875469719853492
Cassiopeia,Hecarim,0.018754653198093878
Katarina,Pyke,0.01875207281242284
Shen,Warwick,0.018749907361521344
Gragas,Taric,0.018741444524008964
Aatrox,Singed,0.01874030710189229
Sivir,Talon,0.018730798049558454
Jinx,Ryze,0.018716021118822364
Anivia,Zed,0.018715511457216973
Irelia,Teemo,0.018706559842602277
Aatrox,Maokai,0.01869413259847835
Pyke,Sona,0.01868189182340143
Anivia,Kennen,0.018681684059900127
Janna,Sylas,0.018675642664205246
Swain,Zed,0.01866689298425689
Diana,Irelia,0.018657313284078964
Morgana,Olaf,0.018652462109908535
Neeko,Xayah,0.018646428349790918
Karthus,Yorick,0.018646082800461924
Amumu,Yasuo,0.018644261242858826
Kindred,Kled,0.01863553859584788
Ekko,Rumble,0.018633861253809753
Lissandra,Rammus,0.018611732461775846
Diana,Zoe,0.01860996213088836
Fizz,Rumble,0.01860943522555281
Ornn,Zilean,0.01860214251844396
Sion,Xerath,0.018600476738392095
Bard,Caitlyn,0.018598385251688457
Annie,Syndra,0.018597457069521633
Taliyah,Viktor,0.018595729298964046
Karma,Olaf,0.018593788139350614
Gnar,Thresh,0.018589879864321684
Lulu,Xayah,0.018589406603059945
Aatrox,Blitzcrank,0.01858196039050289
Kennen,Varus,0.018579467686726307
Lucian,Sion,0.01857916938783779
Kindred,Tryndamere,0.018579067483179695
Fiddlesticks,Sylas,0.018577962820167652
Fiora,Tryndamere,0.018573959844092595
Bard,Gnar,0.018571903910915045
Jinx,Ornn,0.018570827831876507
Ivern,Jhin,0.018568595767939296
Azir,Fizz,0.018564801514642813
Braum,Kennen,0.018550941088278476
Heimerdinger,Xerath,0.018549712663108224
Amumu,Lulu,0.01854901093271107
Brand,Singed,0.018539361123302442
Morgana,Twitch,0.01853748717720525
Ashe,Braum,0.018536131097764925
Gangplank,Karthus,0.018533699777245748
Braum,Corki,0.018531768516951444
Karthus,Taric,0.018531419015642127
Annie,Xerath,0.018527559464592145
Fiddlesticks,Vi,0.01852703947252191
Kindred,Urgot,0.01852351011695335
Galio,Teemo,0.018522059252980148
Braum,Graves,0.01852030460404442
Draven,Yorick,0.01851347055071558
Jax,Udyr,0.01851268225512257
Illaoi,Vi,0.01851204362124903
Renekton,Udyr,0.018498956177861518
Aatrox,Xayah,0.018491385530614003
Neeko,Vi,0.018488670557929264
Corki,Soraka,0.0184864662446969
Hecarim,Swain,0.018473974032296177
Amumu,Draven,0.018457410290089057
Leona,Yasuo,0.01845705207586819
Rammus,Varus,0.018452269093093537
Kennen,Nasus,0.018448556342691533
Lux,Shyvana,0.01844755770123937
Soraka,Vi,0.018443685125965184
Gnar,Olaf,0.018443522408770494
Bard,Jinx,0.018441718479049244
Brand,Talon,0.018439668148986735
Kalista,Viktor,0.018436967854320516
Ahri,Sejuani,0.018433915389087483
Vi,Yorick,0.018428614319504523
Sejuani,Sion,0.01842408933599237
Rengar,Viktor,0.018422298842288604
Anivia,Jinx,0.018420599691991783
Kled,Morgana,0.018418382793056517
Jhin,Ryze,0.018415452674597863
Nautilus,Zed,0.01841082664880686
Corki,Sona,0.01840956046576919
Kalista,Teemo,0.018403741489486654
Ekko,Syndra,0.018400260302971067
Ahri,Kled,0.018397748105999152
Azir,Camille,0.018392358901121376
Kindred,Veigar,0.018385267293845948
Kayn,Trundle,0.018381130013256086
Caitlyn,Shaco,0.01838090150280592
Pantheon,Zilean,0.018379620065114476
Neeko,Nocturne,0.018374373268969086
Elise,Kayle,0.018371969093771118
Elise,Illaoi,0.018370198308124846
Ekko,Garen,0.01836677850754348
Sion,Teemo,0.018362540808127974
Rengar,Shyvana,0.018358840094999607
Katarina,Kindred,0.018357761210749033
Gragas,Twitch,0.01835055798497166
Alistar,Fizz,0.018347478301563823
Jinx,Trundle,0.018337459093477483
Brand,Ziggs,0.018335044509544554
Cassiopeia,Urgot,0.01833489091246452
Nautilus,Taliyah,0.018321922818173908
Anivia,Bard,0.01832066810341485
Diana,Renekton,0.01831985839694053
Soraka,Varus,0.018319390532685498
Malzahar,Volibear,0.018316709284671093
Poppy,Xayah,0.01831235156664473
Jinx,Nocturne,0.018312234003878245
Taric,Urgot,0.018301079811053056
Pyke,Ryze,0.018294765696507058
Lux,Taliyah,0.018294156550867642
Jinx,Veigar,0.018288413716281433
Fiora,Vi,0.01828738343085337
Fiddlesticks,Jax,0.018285711132355952
Anivia,Graves,0.018284082050252504
Renekton,Shyvana,0.018283630392949318
Mordekaiser,Rumble,0.01828249296155782
Nautilus,Talon,0.01828183554116032
Ekko,Olaf,0.01827814695656551
Maokai,Vayne,0.018263371480409886
Fiddlesticks,Kennen,0.018263195460314352
Graves,Tryndamere,0.01824428886894372
Azir,Graves,0.018244197536755026
Kled,Trundle,0.018243989930454365
Draven,Zed,0.01824322093316785
Swain,Twitch,0.01824034928375275
Kindred,Zilean,0.018233668283815334
Brand,Renekton,0.01823187253124399
Kled,Lulu,0.018228400135627133
Poppy,Swain,0.018225514052837247
Graves,Rumble,0.018223407584521806
Akali,Pantheon,0.01820147991641068
Alistar,Talon,0.01819243280027181
Orianna,Xayah,0.018190843980104072
Fizz,Sejuani,0.018188663022206904
Camille,Rakan,0.018178028876911646
Elise,Xerath,0.018172420666338118
Jhin,Sona,0.018169653873325312
Brand,Zed,0.01816949937413974
Tristana,Yasuo,0.018169392714170892
Corki,Janna,0.01816817399128593
Annie,Ziggs,0.01816283832582217
Braum,Xayah,0.01816071153614428
Rakan,Sylas,0.018159163880312596
Bard,Hecarim,0.018158297716099024
Ekko,Rengar,0.01815100570121613
Kayn,Tryndamere,0.01813710490497026
Neeko,Skarner,0.018134244949333862
Teemo,Udyr,0.01813350320836668
Akali,Nocturne,0.01813159500896561
Irelia,Zilean,0.01812777607273965
Illaoi,Nocturne,0.01812425097427315
Caitlyn,Volibear,0.018120818778196313
Kindred,Olaf,0.018118171102729164
Bard,Lucian,0.018114585679816803
Poppy,Zoe,0.01811390088833993
Ryze,Soraka,0.018104039050940206
Kassadin,Teemo,0.018101578041359437
Olaf,Skarner,0.018101393974524684
Garen,Kayn,0.018099201403166294
Alistar,Taliyah,0.01809641201467738
Galio,Jinx,0.018095759477160342
Neeko,Sona,0.018090435067680245
Rengar,Teemo,0.018090070992535914
Nocturne,Quinn,0.018089956018834303
Lulu,Renekton,0.018082864356876283
Riven,Tristana,0.018070827401539494
Ekko,Sivir,0.018066556551097644
Shaco,Tryndamere,0.018064311698239043
Riven,Singed,0.01805832832931694
Elise,Lulu,0.01803477600018797
Katarina,Twitch,0.018029143094629267
Fizz,Singed,0.018025386430797888
Sona,Trundle,0.0180222477255428
Lissandra,Yorick,0.018021557885795812
Draven,Swain,0.01801909571006767
Nautilus,Quinn,0.018014510494201684
Soraka,Yasuo,0.018010450654251258
Lulu,Malzahar,0.018008035200508032
Elise,Gangplank,0.0180077318598105
Darius,Morgana,0.018004940196584822
Darius,Shaco,0.018002760776328015
Sion,Vi,0.018001186121987145
Renekton,Veigar,0.018000423393127876
Amumu,Malzahar,0.017997482667106143
Anivia,Azir,0.01799033982882043
Heimerdinger,Poppy,0.01798522535110817
Kled,Vayne,0.017976253072463158
Diana,Rammus,0.017975332830482506
Illaoi,Zed,0.01797006578465532
Varus,Zed,0.017962955178646184
Pantheon,Sona,0.017958335172319484
Irelia,Rammus,0.017948547516679902
Ahri,Rammus,0.01794271865707845
Nocturne,Sion,0.01794256058394737
Malzahar,Ornn,0.017942479401175184
Shen,Taric,0.017931036855333534
Irelia,Varus,0.017930557244311814
Tristana,Ziggs,0.01792739808009957
Diana,Jayce,0.017926731568687848
Shaco,Zilean,0.017926685166140082
Caitlyn,Singed,0.01789483978076906
Alistar,Kayle,0.01789008980090443
Heimerdinger,Pantheon,0.017889998311938916
Ivern,Janna,0.017883831536778638
Ornn,Tryndamere,0.01787837076131897
Amumu,Anivia,0.017861842581040573
Alistar,Viktor,0.017861741694071682
Ashe,Gangplank,0.017857959588381024
Kayn,Kennen,0.017849684029950054
Kled,Olaf,0.017848296023892228
Darius,Soraka,0.01784772681726808
Kayle,Lulu,0.017845708603257796
Renekton,Shaco,0.01784393189502078
Anivia,Evelynn,0.01784256319510616
Draven,Fizz,0.017841582449187637
Brand,Rumble,0.017841481372553092
Heimerdinger,Kalista,0.017834362679914145
Draven,Riven,0.017826545292375335
Kled,Swain,0.01782065102539575
Alistar,Syndra,0.017812819525883154
Kled,Teemo,0.01780940333942496
Fiora,Taliyah,0.01780723777535153
Illaoi,Kindred,0.01780100454991037
Leona,Viktor,0.01779501496482728
Braum,Vi,0.017794606397229316
Garen,Vi,0.017780638074261147
Karma,Talon,0.01777872662938245
Anivia,Soraka,0.017773447787917767
Gangplank,Jhin,0.017773019755853783
Poppy,Varus,0.01777121249934816
Kennen,Zed,0.01777058848044588
Leona,Vladimir,0.01776146632623988
Nidalee,Syndra,0.017759444242908436
Camille,Karma,0.017755146846819378
Darius,Mordekaiser,0.017754735624927943
Jayce,Veigar,0.017752679997652534
Jhin,Malzahar,0.017750597989745275
Karma,Tristana,0.01774895508181045
Darius,Nidalee,0.01774700464880929
Ashe,Fizz,0.017746539248361184
Kled,Viktor,0.017745530302809575
Kled,Rammus,0.01774192016595457
Singed,Sylas,0.017738713700082273
Amumu,Neeko,0.017734544604768015
Camille,Katarina,0.017731275451870265
Camille,Swain,0.017726943255520995
Elise,Veigar,0.017718202419304795
Ornn,Ryze,0.01771581435831644
Diana,Ryze,0.017714485626974967
Lucian,Shaco,0.01771230243983875
Corki,Kindred,0.01771038117552146
Malzahar,Singed,0.017707852873160807
Fizz,Gragas,0.017700735411428286
Talon,Twitch,0.01769949831334397
Brand,Taric,0.017698971000178303
Janna,Pantheon,0.01769830433117834
Talon,Teemo,0.01768937448270542
Leona,Riven,0.017688629103006604
Rumble,Xerath,0.017684520860233685
Renekton,Singed,0.017680984382323243
Camille,Gnar,0.017678266118226395
Ahri,Garen,0.01767522829171775
Sylas,Zyra,0.017668992130009643
Cassiopeia,Soraka,0.017659875278913842
Mordekaiser,Vladimir,0.017653872215071562
Sion,Talon,0.0176522753321209
Graves,Malzahar,0.017648900782384166
Aatrox,Kindred,0.01764813923799593
Janna,Zoe,0.01764454416850792
Nautilus,Tristana,0.017639196985916074
Caitlyn,Sejuani,0.017635190918849512
Graves,Neeko,0.017630989632366922
Azir,Draven,0.017626855530422467
Nocturne,Zoe,0.01762530147060299
Kassadin,Quinn,0.017622705788857176
Galio,Nasus,0.01761860725858405
Shen,Zed,0.01761754987673561
Nocturne,Ryze,0.017607058513331147
Galio,Graves,0.01760066069321846
Rammus,Zed,0.01760025175480443
Lulu,Vi,0.017599872628832856
Morgana,Nidalee,0.01759831368360623
Nautilus,Swain,0.017597156612397743
Poppy,Zed,0.01758873806473589
Hecarim,Orianna,0.01758258821565059
Quinn,Volibear,0.017576899294287067
Akali,Shaco,0.017572778902095406
Cassiopeia,Nidalee,0.017570600734357004
Elise,Sion,0.017564381018653173
Azir,Pyke,0.01756422764634049
Gragas,Warwick,0.01754731658694248
Kindred,Neeko,0.017540020770564532
Annie,Lissandra,0.01753531979409915
Braum,Varus,0.01753472232684182
Nasus,Nidalee,0.017533031769861998
Nidalee,Veigar,0.017531626469815043
Shyvana,Thresh,0.017521217569050118
Ryze,Teemo,0.017498662085210663
Annie,Volibear,0.017497185655749023
Amumu,Vladimir,0.017488506053765156
Jhin,Tryndamere,0.017488310728870964
Gragas,Jinx,0.017484310111750972
Heimerdinger,Zyra,0.017482316137786218
Garen,Lucian,0.017480202938347577
Camille,Orianna,0.017478442329486112
Bard,Neeko,0.017475183458117403
Neeko,Rammus,0.017467820794475994
Syndra,Taliyah,0.01746483530155009
Ashe,Tryndamere,0.01745802625255747
Diana,Poppy,0.017452000022159016
Ornn,Shyvana,0.017450653141168105
Lissandra,Teemo,0.017440712639101835
Kayle,Swain,0.017433627864785566
Brand,Yasuo,0.017432747457030117
Sivir,Ziggs,0.017427531662203462
Sejuani,Zyra,0.017424247803141155
